address,bath,bedrooms,borough,extra,nearest_subway,neighborhood,rent,sqft,median_income,percent_high_earner,zipcode
Junction Blvd,1.0,1,Queens,"['New Construction', 'Cats Allowed', 'Walk In Closet', 'Dishwasher', 'Light', 'Common Outdoor Space', 'Diplomats Ok', 'Laundry In Building', 'Granite Kitchen', 'Stainless Steel Appliances', 'High Ceilings', 'Dogs Allowed', 'Doorman', 'Nursery', 'Storage', 'Marble Bath', 'Elevator', 'Live In Super', 'Lounge', 'Subway', 'Bicycle Room', 'Wheelchair Access', 'Garage', 'Fitness Center', 'Concierge', 'No Fee', 'Deck', 'Receiving Room', 'Business Center', 'Valet', 'Children Playroom', 'Renovated', 'High Speed Internet', 'Hardwood Floors', 'Virtual Doorman']",0.2,Rego Park,2885,0,56863.0,5.3,11374.0
Junction Blvd,1.0,1,Queens,"['New Construction', 'Cats Allowed', 'Walk In Closet', 'Dishwasher', 'Light', 'Common Outdoor Space', 'Diplomats Ok', 'Laundry In Building', 'Granite Kitchen', 'Stainless Steel Appliances', 'High Ceilings', 'Dogs Allowed', 'Doorman', 'Nursery', 'Storage', 'Marble Bath', 'Elevator', 'Live In Super', 'Lounge', 'Subway', 'Bicycle Room', 'Wheelchair Access', 'Garage', 'Fitness Center', 'Concierge', 'No Fee', 'Deck', 'Receiving Room', 'Business Center', 'Valet', 'Children Playroom', 'Renovated', 'High Speed Internet', 'Hardwood Floors', 'Virtual Doorman']",0.2,Rego Park,2885,0,56863.0,5.3,11374.0
Junction Blvd,1.0,1,Queens,"['New Construction', 'Cats Allowed', 'Walk In Closet', 'Dishwasher', 'Light', 'Common Outdoor Space', 'Diplomats Ok', 'Laundry In Building', 'Granite Kitchen', 'Stainless Steel Appliances', 'High Ceilings', 'Dogs Allowed', 'Doorman', 'Nursery', 'Storage', 'Marble Bath', 'Elevator', 'Live In Super', 'Lounge', 'Subway', 'Bicycle Room', 'Wheelchair Access', 'Garage', 'Fitness Center', 'Concierge', 'No Fee', 'Deck', 'Receiving Room', 'Business Center', 'Valet', 'Children Playroom', 'Renovated', 'High Speed Internet', 'Hardwood Floors', 'Virtual Doorman']",0.2,Rego Park,2885,0,56863.0,5.3,11374.0
61-55 Junction Blvd,1.0,1,Queens,"['New Construction', 'Dining Room', 'Cats Allowed', 'Walk In Closet', 'Outdoor Space', 'Dishwasher', 'Light', 'Common Outdoor Space', 'Laundry In Building', 'Diplomats Ok', 'Granite Kitchen', 'Stainless Steel Appliances', 'High Ceilings', 'Dogs Allowed', 'Doorman', 'Nursery', 'Storage', 'Marble Bath', 'Elevator', 'Live In Super', 'Lounge', 'Microwave', 'Subway', 'Bicycle Room', 'Wheelchair Access', 'Garage', 'Fitness Center', 'Laundry In Unit', 'Concierge', 'No Fee', 'Deck', 'Receiving Room', 'Business Center', 'Laundry in Unit', 'Valet', 'Virtual Doorman', 'Open Kitchen', 'Eat In Kitchen', 'Children Playroom', 'Renovated', 'High Speed Internet', 'Hardwood Floors', 'Exclusive']",0.2,Rego Park,2725,0,56863.0,5.3,11374.0
61-55 Junction Blvd,1.0,1,Queens,"['New Construction', 'Dining Room', 'Cats Allowed', 'Walk In Closet', 'Outdoor Space', 'Dishwasher', 'Light', 'Common Outdoor Space', 'Laundry In Building', 'Diplomats Ok', 'Granite Kitchen', 'Stainless Steel Appliances', 'High Ceilings', 'Dogs Allowed', 'Doorman', 'Nursery', 'Storage', 'Marble Bath', 'Elevator', 'Live In Super', 'Lounge', 'Microwave', 'Subway', 'Bicycle Room', 'Wheelchair Access', 'Garage', 'Fitness Center', 'Laundry In Unit', 'Concierge', ' Receiving Room', 'No Fee', 'Deck', 'Business Center', 'Laundry in Unit', 'Valet', 'Virtual Doorman', 'Open Kitchen', 'Eat In Kitchen', 'Children Playroom', 'Renovated', 'High Speed Internet', 'Hardwood Floors', 'Exclusive']",0.2,Rego Park,2725,0,56863.0,5.3,11374.0
61-55 Junction Blvd,1.0,1,Queens,"['New Construction', 'Dining Room', 'Cats Allowed', 'Walk In Closet', 'Outdoor Space', 'Dishwasher', 'Light', 'Common Outdoor Space', 'Laundry In Building', 'Diplomats Ok', 'Granite Kitchen', 'Stainless Steel Appliances', 'High Ceilings', 'Dogs Allowed', 'Doorman', 'Nursery', 'Storage', 'Marble Bath', 'Elevator', 'Live In Super', 'Lounge', 'Microwave', 'Subway', 'Bicycle Room', 'Wheelchair Access', 'Garage', 'Fitness Center', 'Laundry In Unit', 'Concierge', ' Receiving Room', 'No Fee', 'Deck', 'Business Center', 'Laundry in Unit', 'Valet', 'Virtual Doorman', 'Open Kitchen', 'Eat In Kitchen', 'Children Playroom', 'Renovated', 'High Speed Internet', 'Hardwood Floors', 'Exclusive']",0.2,Rego Park,2725,0,56863.0,5.3,11374.0
61-55 Junction Blvd,1.0,1,Queens,"['New Construction', 'Dining Room', 'Cats Allowed', 'Walk In Closet', 'Outdoor Space', 'Dishwasher', 'Light', 'Common Outdoor Space', 'Laundry In Building', 'Diplomats Ok', 'Stainless Steel Appliances', 'High Ceilings', 'Dogs Allowed', 'Doorman', 'Nursery', 'Storage', 'Marble Bath', 'Elevator', 'Live In Super', 'Lounge', 'Microwave', 'Subway', 'Bicycle Room', 'Wheelchair Access', 'Garage', ' Granite Kitchen', 'Fitness Center', 'Laundry In Unit', 'Concierge', 'No Fee', 'Deck', 'Receiving Room', 'Business Center', 'Laundry in Unit', 'Valet', 'Virtual Doorman', 'Open Kitchen', 'Eat In Kitchen', 'Children Playroom', 'Renovated', 'High Speed Internet', 'Hardwood Floors', 'Exclusive']",0.2,Rego Park,2725,0,56863.0,5.3,11374.0
61-55 Junction Blvd,1.0,1,Queens,"['New Construction', 'Dining Room', 'Cats Allowed', 'Walk In Closet', 'Outdoor Space', 'Dishwasher', 'Light', 'Common Outdoor Space', 'Laundry In Building', 'Diplomats Ok', 'Granite Kitchen', 'Stainless Steel Appliances', 'High Ceilings', 'Dogs Allowed', 'Doorman', 'Nursery', 'Storage', 'Marble Bath', 'Elevator', 'Live In Super', 'Lounge', 'Microwave', 'Subway', 'Bicycle Room', 'Wheelchair Access', 'Garage', 'Fitness Center', 'Laundry In Unit', 'Concierge', 'No Fee', 'Deck', 'Receiving Room', 'Business Center', 'Laundry in Unit', 'Valet', 'Virtual Doorman', 'Open Kitchen', 'Eat In Kitchen', 'Children Playroom', 'Renovated', 'High Speed Internet', 'Hardwood Floors', 'Exclusive']",0.2,Rego Park,3150,0,56863.0,5.3,11374.0
Junction Boulevard,1.0,2,Queens,"['Laundry in Unit', 'Dining Room', 'Cats Allowed', 'Granite Kitchen', 'Garage', 'High Ceilings', 'Walk In Closet', 'Dogs Allowed', 'Laundry In Unit', 'Doorman', 'Dishwasher', 'No Fee', 'Renovated', 'Hardwood Floors']",0.2,Rego Park,3580,0,56863.0,5.3,11374.0
62-42 99th St,1.0,1,Queens,"['Verizon Fios Enabled', 'Pied A Terre Allowed', 'Hardwood Floors', 'Featured', 'Garage', 'Driveway', 'Heat And Hot Water Included', 'Guarantor Accepted', 'Public Outdoor Space', 'Smoke Free', 'Central Air', 'Renovated', 'Laundry In Building', 'Exclusive', 'Microwave']",0.33,Rego Park,1900,850,56863.0,5.3,11374.0
67-40 Booth Street,1.0,1,Queens,"['Cats Allowed', 'Elevator', 'Laundry In Building', 'Exclusive']",0.1,Rego Park,1900,0,56863.0,5.3,11374.0
67-40 Booth Street,1.0,1,Queens,"['Cats Allowed', 'Elevator', 'Laundry In Building', 'Exclusive']",0.1,Rego Park,1900,0,56863.0,5.3,11374.0
67-87 Booth Street,1.0,2,Queens,"['Elevator', 'Laundry In Building', 'Exclusive']",0.15,Rego Park,2900,0,56863.0,5.3,11374.0
67-87 Booth Street,1.0,2,Queens,"['Elevator', 'Laundry In Building', 'Exclusive']",0.15,Rego Park,2900,0,56863.0,5.3,11374.0
99-54 63 Avenue,2.0,3,Queens,"['No Pets', 'Private-balcony', 'Newly Renovated', 'Hardwood Floors', 'Balcony']",0.42,Rego Park,2500,0,56863.0,5.3,11374.0
66-20 Wetherole Street,1.0,1,Queens,"['Elevator', 'no pets', 'Laundry In Building', 'Exclusive']",0.23,Rego Park,2050,700,56863.0,5.3,11374.0
Junction Boulevard,2.0,2,Queens,"['Terrace', 'Cats Allowed', 'On-site super', 'Outdoor Space', 'Dishwasher', 'Common Outdoor Space', 'Laundry Room', 'Laundry In Building', 'One Month Free', 'Dogs Allowed', 'Doorman', 'Storage Facility', 'Elevator', 'Backyard', 'Storage Room', 'Garage', 'Luxury Highrise', 'Fitness Center', 'Laundry In Unit', 'Gym', 'No Fee', 'Floorplans Available', 'Playroom/Nursery', 'Laundry in Unit', 'Parking', 'In-Unit Laundry']",0.19,Rego Park,3595,0,56863.0,5.3,11374.0
67th Avenue,1.0,2,Queens,[],0.25,Rego Park,2475,0,56863.0,5.3,11374.0
64-21 Booth St,1.0,1,Queens,"['Cats Allowed', 'Parking Space', 'Dogs Allowed', 'Elevator', 'Laundry In Building']",0.11,Rego Park,1825,900,56863.0,5.3,11374.0
64-21 Booth St,1.0,1,Queens,"['Cats Allowed', 'Parking Space', 'Dogs Allowed', 'Elevator', 'Laundry In Building']",0.11,Rego Park,1825,900,56863.0,5.3,11374.0
Junction Boulevard,2.0,2,Queens,"['Terrace', 'Cats Allowed', 'On-site super', 'Outdoor Space', 'Dishwasher', 'Common Outdoor Space', 'Laundry Room', 'Laundry In Building', 'Dogs Allowed', 'Doorman', 'Storage Facility', 'Elevator', 'Backyard', 'Storage Room', 'Garage', 'Luxury Highrise', 'Fitness Center', 'Laundry In Unit', 'Gym', 'No Fee', 'Floorplans Available', 'Playroom/Nursery', 'Laundry in Unit', 'Parking', 'In-Unit Laundry']",0.19,Rego Park,3795,0,56863.0,5.3,11374.0
65-36 99th Street,1.0,1,Queens,"['Original Details', 'Cats Allowed', 'Dishwasher', 'Granite Kitchen', 'High Ceilings', 'Dogs Allowed', 'Marble Bath', 'Elevator', 'Pre-war', 'Laundry In Unit', 'Open View', 'No Fee', 'Pre-War', 'Laundry in Unit', 'Eat In Kitchen', 'Renovated', 'Light', 'Hardwood Floors', 'Exclusive']",0.21,Rego Park,1995,900,56863.0,5.3,11374.0
65-36 99th Street,1.0,1,Queens,"['Original Details', 'Cats Allowed', 'Dishwasher', 'Granite Kitchen', 'High Ceilings', 'Dogs Allowed', 'Marble Bath', 'Elevator', 'Pre-war', 'Laundry In Unit', 'Open View', 'No Fee', 'Pre-War', 'Laundry in Unit', 'Eat In Kitchen', 'Renovated', 'Light', 'Hardwood Floors', 'Exclusive']",0.21,Rego Park,1995,900,56863.0,5.3,11374.0
Booth Street,1.0,2,Queens,"['Cats Allowed', 'Featured', 'Reduced Fee', 'Doorman', 'Common Outdoor Space', 'Laundry In Building']",0.28,Rego Park,2350,0,56863.0,5.3,11374.0
 Booth Street ,1.0,2,Queens,"['Cats Allowed', 'Featured', 'Reduced Fee', 'Elevator', 'Common Outdoor Space', 'Laundry In Building']",0.28,Rego Park,2200,0,56863.0,5.3,11374.0
 Booth Street ,1.0,2,Queens,"['Cats Allowed', 'Featured', 'Reduced Fee', 'Elevator', 'Common Outdoor Space', 'Laundry In Building']",0.28,Rego Park,2200,0,56863.0,5.3,11374.0
62-60 99th Street,2.0,4,Queens,"['Storage Facility', 'Cats Allowed', 'Private Outdoor Space', 'Parking Space', 'Fitness Center', 'Dogs Allowed', 'By Owner', 'Doorman', 'No Fee', 'Elevator', 'Common Outdoor Space', 'Laundry In Building', 'Exclusive']",0.29,Rego Park,3675,0,56863.0,5.3,11374.0
105-05 69th Avenue,1.0,2,Queens,"['Elevator', 'Dishwasher', 'Balcony']",0.27,Rego Park,3200,0,56863.0,5.3,11374.0
105-05 69th Avenue,1.0,2,Queens,"['Reduced Fee', 'Parking Space', 'Dogs Allowed', 'Elevator', 'Laundry In Building']",0.27,Rego Park,2600,0,56863.0,5.3,11374.0
64th Rd.,1.0,1,Queens,"['Pre-War', 'Cats Allowed', 'Dogs Allowed', 'Pre-war', 'Elevator', 'Hardwood Floors', 'Microwave']",0.33,Rego Park,2150,0,56863.0,5.3,11374.0
E 86th,1.0,2,Manhattan,"['Featured', 'Dishwasher', 'Common Outdoor Space', 'Diplomats Ok', 'Laundry In Building', 'Granite Kitchen', 'High Ceilings', 'Doorman', 'Marble Bath', 'Live In Super', 'Lounge', 'Elevator', 'Garage', 'Swimming Pool', 'Fitness Center', 'Pre-war', 'Concierge', 'No Fee', 'Receiving Room', 'Pre-War', 'Renovated', 'Subway']",0.1,Carnegie Hill,3295,0,111937.0,28.0,10128.0
E 86th,1.0,2,Manhattan,"['Featured', 'Dishwasher', 'Common Outdoor Space', 'Diplomats Ok', 'Laundry In Building', 'Granite Kitchen', 'High Ceilings', 'Doorman', 'Marble Bath', 'Live In Super', 'Lounge', 'Elevator', 'Garage', 'Swimming Pool', 'Fitness Center', 'Pre-war', 'Concierge', 'No Fee', 'Receiving Room', 'Pre-War', 'Renovated', 'Subway']",0.1,Carnegie Hill,3295,0,111937.0,28.0,10128.0
E 86th,1.0,2,Manhattan,"['Featured', 'Dishwasher', 'Common Outdoor Space', 'Diplomats Ok', 'Laundry In Building', 'Granite Kitchen', 'High Ceilings', 'Doorman', 'Marble Bath', 'Live In Super', 'Lounge', 'Elevator', 'Garage', 'Swimming Pool', 'Fitness Center', 'Pre-war', 'Concierge', 'No Fee', 'Receiving Room', 'Pre-War', 'Renovated', 'Subway']",0.1,Carnegie Hill,3295,0,111937.0,28.0,10128.0
1428 Lexington Avenue,1.0,2,Manhattan,"['Pre-War', 'Pre-war', 'Floorplans Available', 'Subway', 'Exclusive']",0.13,Carnegie Hill,3600,0,111937.0,28.0,10128.0
115 E 92nd St,2.0,2,Manhattan,"['Fitness Center', 'Doorman', 'Pre-war Building', 'Dishwasher', 'No Fee', 'Elevator', 'Renovated', 'Laundry In Building', 'Exclusive']",0.18,Carnegie Hill,5400,0,111937.0,28.0,10128.0
207-11 E 89 St.,1.0,1,Manhattan,"['Elevator', 'Dishwasher']",0.28,Carnegie Hill,2495,0,111937.0,28.0,10128.0
E 92 St.,1.0,1,Manhattan,"['Dining Room', 'Walk In Closet', 'Dishwasher', 'Laundry In Building', 'Granite Kitchen', 'High Ceilings', 'Doorman', 'Marble Bath', 'Elevator', 'Fireplace', 'Subway', 'Pre-war', 'Laundry In Unit', 'No Fee', 'Pre-War', 'Laundry in Unit', 'Eat In Kitchen', 'Light', 'Hardwood Floors']",0.19,Carnegie Hill,3500,800,111937.0,28.0,10128.0
East 96th Street,1.0,1,Manhattan,"['Pre-War', 'Cats Allowed', 'Hardwood Floors', 'Stainless Steel Appliances', 'Brownstone', 'Fitness Center', 'Dogs Allowed', 'Pre-war', 'Dishwasher', 'Diplomats Ok', 'Subway', 'Live In Super', 'Renovated', 'Light', 'Laundry In Building', 'Microwave']",0.02,Carnegie Hill,2195,0,111937.0,28.0,10128.0
E 86th St.,2.0,3,Manhattan,"['Dining Room', 'Walk In Closet', 'Dishwasher', 'Light', 'Laundry In Building', 'Granite Kitchen', 'High Ceilings', 'Doorman', 'Marble Bath', 'Elevator', 'Lounge', 'Fireplace', 'Subway', 'Fitness Center', 'Pre-war', 'Laundry In Unit', 'Concierge', 'No Fee', 'Pre-War', 'Laundry in Unit', 'Eat In Kitchen', 'Renovated', 'High Speed Internet', 'Hardwood Floors']",0.07,Carnegie Hill,10000,0,111937.0,28.0,10128.0
East 89th Street,1.0,1,Manhattan,"['Cats Allowed', 'No Fee', 'High Ceilings', 'Dogs Allowed', 'Dishwasher', 'Eat In Kitchen', 'Elevator', 'Renovated', 'Light', 'Hardwood Floors', 'Subway']",0.28,Carnegie Hill,2350,0,111937.0,28.0,10128.0
Sullivan St,1.0,1,Manhattan,"['Elevator', 'Featured', 'No Fee']",0.13,SoHo,3195,0,104561.0,22.7,10012.0
broome st,1.0,1,Manhattan,"['Cats Allowed', 'Dogs Allowed']",0.12,SoHo,2900,0,104561.0,22.7,10012.0
King Street,1.0,Studio,Manhattan,"['Pre-War', 'Laundry in Unit', 'High Ceilings', 'Pre-war', 'Laundry In Unit', 'Dishwasher', 'No Fee', 'Hardwood Floors']",0.11,SoHo,2700,400,104561.0,22.7,10012.0
King Street,1.0,Studio,Manhattan,"['Pre-War', 'Laundry in Unit', 'High Ceilings', 'Pre-war', 'Laundry In Unit', 'Dishwasher', 'No Fee', 'Hardwood Floors']",0.11,SoHo,2700,400,104561.0,22.7,10012.0
Broadway & Prince St.,1.0,2,Manhattan,"['Laundry in Unit', 'Cats Allowed', 'Reduced Fee', 'Dogs Allowed', 'Laundry In Unit', 'Sublet', 'Elevator', 'Laundry In Building', 'Exclusive']",0.06,SoHo,7495,0,104561.0,22.7,10012.0
King st.,1.0,Studio,Manhattan,"['Laundry in Unit', 'Laundry In Unit', 'No Fee']",0.12,SoHo,2700,0,104561.0,22.7,10012.0
Thompson St.,2.0,2,Manhattan,"['New Construction', 'Walk In Closet', 'Dishwasher', 'High Speed Internet', 'Common Outdoor Space', 'Laundry In Building', 'Granite Kitchen', 'High Ceilings', 'Doorman', 'Storage', 'Marble Bath', 'Elevator', 'Balcony', 'Subway', 'Bicycle Room', 'Fitness Center', 'Laundry In Unit', 'Concierge', 'No Fee', 'Deck', 'Laundry in Unit', 'Valet', 'Renovated', 'Light', 'Hardwood Floors']",0.15,SoHo,13500,0,104561.0,22.7,10012.0
Thompson St.,2.0,2,Manhattan,"['New Construction', 'Walk In Closet', 'Dishwasher', 'High Speed Internet', 'Common Outdoor Space', 'Laundry In Building', 'Granite Kitchen', 'High Ceilings', 'Doorman', 'Storage', 'Marble Bath', 'Elevator', 'Balcony', 'Subway', 'Bicycle Room', 'Fitness Center', 'Laundry In Unit', 'Concierge', 'No Fee', 'Deck', 'Laundry in Unit', 'Valet', 'Renovated', 'Light', 'Hardwood Floors']",0.15,SoHo,13500,0,104561.0,22.7,10012.0
Thompson Street,2.0,2,Manhattan,"['New Construction', 'Cats Allowed', 'Dishwasher', 'High Speed Internet', 'Common Outdoor Space', 'Laundry In Building', 'Stainless Steel Appliances', 'Dogs Allowed', 'Doorman', 'Storage', 'Live In Super', 'Elevator', 'Subway', 'Microwave', 'Bicycle Room', 'Fitness Center', 'Concierge', 'Deck', 'Skyline View', 'Valet', 'Light']",0.15,SoHo,14250,0,104561.0,22.7,10012.0
Thompson St,1.0,2,Manhattan,"['Laundry in Unit', 'Dishwasher', 'Hardwood Floors', 'Laundry In Unit']",0.15,SoHo,3852,0,104561.0,22.7,10012.0
Thompson St,2.0,2,Manhattan,"['Package Acceptance', 'Bike Storage', 'Public Outdoor Space', 'Roof Deck', 'Gym', 'No Fee', 'Elevator', 'Laundry In Building']",0.15,SoHo,14750,0,104561.0,22.7,10012.0
Thompson St,1.0,1,Manhattan,"['Prewar', 'Virtual Doorman', 'No Fee', 'Elevator', 'Roof Deck', 'Laundry In Building']",0.13,SoHo,4850,0,104561.0,22.7,10012.0
59 Thompson St,1.0,2,Manhattan,"['Stainless Steel Appliances', 'Heated Bathroom Floors', 'Dishwasher', 'No Fee', 'Renovated', 'Exclusive']",0.14,SoHo,3852,0,104561.0,22.7,10012.0
Thompson St,2.0,2,Manhattan,"['Bicycle Room', 'Laundry in Unit', 'Granite Kitchen', 'Walk In Closet', 'Laundry In Unit', 'Doorman', 'Dishwasher', 'Marble Bath', 'No Fee', 'Floorplans Available', 'Elevator', 'Renovated', 'Light', 'Hardwood Floors', 'Balcony']",0.15,SoHo,12950,0,104561.0,22.7,10012.0
Thompson Street,1.0,2,Manhattan,"['Cats Allowed', 'High Ceilings', 'Dogs Allowed', 'Dishwasher', 'Eat In Kitchen', 'Floorplans Available', 'Live In Super', 'Renovated', 'Hardwood Floors', 'Microwave']",0.11,SoHo,4200,0,104561.0,22.7,10012.0
Thompson Street,1.0,2,Manhattan,"['Cats Allowed', 'High Ceilings', 'Dogs Allowed', 'Dishwasher', 'Eat In Kitchen', 'Floorplans Available', 'Live In Super', 'Renovated', 'Hardwood Floors', 'Microwave']",0.11,SoHo,4200,0,104561.0,22.7,10012.0
Canal Street,2.0,4,Manhattan,"['Laundry in Unit', 'Dining Room', 'Cats Allowed', 'Original Details', 'Granite Kitchen', 'Loft', 'High Ceilings', 'Dogs Allowed', 'Laundry In Unit', 'Eat In Kitchen', 'Dishwasher', 'Marble Bath', 'No Fee', 'Renovated', 'Light', 'Hardwood Floors', 'City View', 'Washer/dryer In Unit']",0.06,SoHo,7500,0,104561.0,22.7,10012.0
"Thompson St,",2.0,2,Manhattan,"['Terrace', 'Cats Allowed', 'garden', ""Children's Playroom"", 'Common Outdoor Space', 'Laundry In Building', 'Wheelchair Ramp', 'balcony', 'Stainless Steel Appliances', 'High Ceilings', 'Dogs Allowed', 'Doorman', 'Storage Facility', 'Elevator', 'Lounge', 'Live In Super', 'Backyard', 'Reduced Fee', 'building-common-outdoor-space', 'Fitness Center', 'Laundry In Unit', 'Washer & Dryer', 'private-outdoor-space', 'Floorplans Available', 'Central A/C', 'Walk in Closet(s)', 'Roof Deck', 'On-site Laundry', 'Laundry in Unit', 'fireplace', 'Parking Space', 'Parking', 'pool', 'Renovated', 'Hardwood Floors', 'patio']",0.14,SoHo,13250,0,104561.0,22.7,10012.0
"Thompson St,",2.0,2,Manhattan,"['Terrace', 'Cats Allowed', 'garden', ""Children's Playroom"", 'Common Outdoor Space', 'Laundry In Building', 'Wheelchair Ramp', 'balcony', 'Stainless Steel Appliances', 'High Ceilings', 'Dogs Allowed', 'Doorman', 'Storage Facility', 'Elevator', 'Lounge', 'Live In Super', 'Backyard', 'Reduced Fee', 'building-common-outdoor-space', 'Fitness Center', 'Laundry In Unit', 'Washer & Dryer', 'private-outdoor-space', 'Floorplans Available', 'Roof Deck', 'On-site Laundry', 'Central A/C\n \n\nWalk in Closet(s)', 'Laundry in Unit', 'fireplace', 'Parking Space', 'Parking', 'pool', 'Renovated', 'Hardwood Floors', 'patio']",0.14,SoHo,13250,0,104561.0,22.7,10012.0
Thompson Street,2.0,2,Manhattan,"['New Construction', 'Cats Allowed', 'Walk In Closet', 'Dishwasher', 'High Speed Internet', 'Common Outdoor Space', 'Laundry In Building', 'Granite Kitchen', 'High Ceilings', 'Dogs Allowed', 'Doorman', 'Storage', 'Marble Bath', 'Elevator', 'Microwave', 'Subway', 'Bicycle Room', 'Fitness Center', 'Laundry In Unit', 'Concierge', 'No Fee', 'Deck', 'Laundry in Unit', 'Valet', 'Eat In Kitchen', 'Renovated', 'Light', 'Hardwood Floors']",0.15,SoHo,15000,0,104561.0,22.7,10012.0
7402 21 Ave,1.0,1,Brooklyn,"['Laundry In Building', 'Featured']",0.42,Bensonhurst,1700,800,47341.0,4.7,11204.0
7402 21 Ave,1.0,1,Brooklyn,"['Laundry In Building', 'Featured']",0.42,Bensonhurst,1700,800,47341.0,4.7,11204.0
2130 83rd St,2.0,2,Brooklyn,"['Cats Allowed', 'Exclusive', 'Dogs Allowed', 'Outdoor Space', 'Balcony']",0.17,Bensonhurst,2200,0,47341.0,4.7,11204.0
Lexington Ave.,1.0,1,Manhattan ,[],0.12,Lenox Hill,2722,0,123842.0,34.8,10021.0
800 Lexington Avenue,1.0,3,Manhattan,['Featured'],0.07,Lenox Hill,3900,0,123842.0,34.8,10021.0
East 66th Street,3.0,3,Manhattan,"['Terrace', 'Dining Room', 'Walk In Closet', 'Outdoor Space', 'Dishwasher', 'Laundry In Building', 'Granite Kitchen', 'High Ceilings', 'Doorman', 'Marble Bath', 'Elevator', 'Garage', 'Fitness Center', 'Laundry In Unit', 'Open View', 'No Fee', 'Floorplans Available', 'Laundry in Unit', 'Eat In Kitchen', 'Renovated', 'Light', 'Hardwood Floors', 'City View']",0.14,Lenox Hill,14000,0,123842.0,34.8,10021.0
East 66th Street,3.0,3,Manhattan,"['Terrace', 'Dining Room', 'Walk In Closet', 'Outdoor Space', 'Dishwasher', 'Laundry In Building', 'Granite Kitchen', 'High Ceilings', 'Doorman', 'Marble Bath', 'Elevator', 'Garage', 'Fitness Center', 'Laundry In Unit', 'Open View', 'No Fee', 'Floorplans Available', 'Laundry in Unit', 'Eat In Kitchen', 'Renovated', 'Light', 'Hardwood Floors', 'City View']",0.14,Lenox Hill,14000,0,123842.0,34.8,10021.0
140 East 63rd St,2.0,2,Manhattan,"['Pre-War', 'Cats Allowed', 'Dogs Allowed', 'Doorman', 'Dishwasher', 'Floorplans Available', 'Elevator', 'Exclusive']",0.01,Lenox Hill,11500,0,123842.0,34.8,10021.0
East 82 street,1.0,1,Manhattan,"['Storage Facility', 'Laundry in Unit', 'Cats Allowed', 'Featured', 'Fitness Center', 'Laundry In Unit', 'Dogs Allowed', 'Doorman', 'No Fee', 'Elevator', 'Common Outdoor Space', 'Laundry In Building']",0.1,Lenox Hill,4275,0,123842.0,34.8,10021.0
East 82 street,1.0,1,Manhattan,"['Storage Facility', 'Laundry in Unit', 'Cats Allowed', 'Featured', 'Fitness Center', 'Laundry In Unit', 'Dogs Allowed', 'Doorman', 'No Fee', 'Elevator', 'Common Outdoor Space', 'Laundry In Building']",0.1,Lenox Hill,4275,0,123842.0,34.8,10021.0
East 82 street,1.0,1,Manhattan,"['Storage Facility', 'Laundry in Unit', 'Cats Allowed', 'Featured', 'Fitness Center', 'Laundry In Unit', 'Dogs Allowed', 'Doorman', 'No Fee', 'Elevator', 'Common Outdoor Space', 'Laundry In Building']",0.1,Lenox Hill,4275,0,123842.0,34.8,10021.0
802 Lexington Avenue,2.0,4,Manhattan,['Sick Duplex'],0.06,Lenox Hill,5500,0,123842.0,34.8,10021.0
802 Lexington Avenue,2.0,4,Manhattan,['Sick Duplex'],0.06,Lenox Hill,5500,0,123842.0,34.8,10021.0
Fifth Avenue,3.0,2,Manhattan,"['Cats Allowed', 'Dogs Allowed', 'Doorman', 'Outdoor Space', 'Floorplans Available', 'Elevator', 'Balcony']",0.1,Lenox Hill,11250,0,123842.0,34.8,10021.0
130 East 63rd St,2.0,2,Manhattan,"['Cats Allowed', 'Dogs Allowed', 'Doorman', 'No Fee', 'Floorplans Available', 'Elevator', 'Exclusive']",0.03,Lenox Hill,6500,0,123842.0,34.8,10021.0
156 East 64th Street,1.0,Studio,Manhattan,"['Guarantors Accepted', 'Private Outdoor Space', 'Exposed Brick', 'High Ceilings', 'Walk-up', 'Heat And Hot Water Inc', 'Deco Fireplace', 'No Fee', 'Heat/hot Water Included', 'Exclusive', 'Ceiling Fan']",0.04,Lenox Hill,2450,0,123842.0,34.8,10021.0
156 East 64th Street,1.0,Studio,Manhattan,"['Guarantors Accepted', 'Private Outdoor Space', 'Exposed Brick', 'High Ceilings', 'Walk-up', 'Heat And Hot Water Inc', 'Deco Fireplace', 'No Fee', 'Heat/hot Water Included', 'Exclusive', 'Ceiling Fan']",0.04,Lenox Hill,2450,0,123842.0,34.8,10021.0
156 East 64th Street,1.0,Studio,Manhattan,"['Guarantors Accepted', 'Private Outdoor Space', 'Exposed Brick', 'High Ceilings', 'Walk-up', 'Heat And Hot Water Inc', 'Deco Fireplace', 'No Fee', 'Heat/hot Water Included', 'Exclusive', 'Ceiling Fan']",0.04,Lenox Hill,2450,0,123842.0,34.8,10021.0
 East 65th Street ,1.0,1,Manhattan,"['Cats Allowed', 'Renovated- Bright- hardwood floor- high ceiling- close to transportation', 'Dogs Allowed', 'Reduced Fee\n \n\nPrivate Outdoor Space']",0.21,Lenox Hill,2975,0,123842.0,34.8,10021.0
