address,bath,bedrooms,borough,extra,nearest_subway,neighborhood,rent,sqft,unit,url
E 34th St,1,1,Manhattan,"['', 'Featured', 'Garage', 'Bike Storage', 'Childrens Playroom', 'Community Wifi', 'Dry Cleaning', 'Laundry In Building', 'Lounge', 'Package Acceptance', 'Roof Deck', 'Verizon Fios Enabled']",0.52,Murray Hill,3625,0,NaN,https://www.renthop.com/listings/e-34th-st/17m/14388964
 E 15,1,4,Manhattan,"['No Fee', 'Elevator', 'Hardwood Floors', 'No Fee', 'Elevator', 'Fitness Center', 'Laundry In Building', 'Common Outdoor Space', 'Storage Facility', 'Cats Allowed', 'Dogs Allowed', 'Dining Room', 'Laundry in Building', 'High Speed Internet', 'Dishwasher', 'Hardwood Floors', ' Wheelchair Access', 'Outdoor Space']",0.1,Gramercy Park,5200,0,NaN,https://www.renthop.com/listings/e-15/32/11894935
East 25th Street,1,1,Manhattan,"['No Fee', 'Laundry in Unit', 'Pre-War', 'Hardwood Floors', 'No Fee', 'Featured', 'Balcony', 'Pre-war', 'Laundry In Building', 'Laundry In Unit', 'Dishwasher', 'Hardwood Floors', 'Outdoor Space', 'Brownstone', 'City View', 'Diplomats Ok', 'Granite Kitchen', 'Light', 'Marble Bath', 'Renovated', 'Subway', 'Dogs Allowed', 'Cats Allowed']",0.27,Rose Hill,2857,0,NaN,https://www.renthop.com/listings/east-25th-street/11/14489526
E.78th,1,1,Manhattan,[''],0.5,Upper East Side,1975,0,NaN,https://www.renthop.com/listings/e78th/na/14551591
E 16st ,2,3,Manhattan,"['No Fee', 'Doorman', 'Elevator', 'No Fee', 'Doorman', 'Elevator', 'Fitness Center', 'Laundry In Building', 'Common Outdoor Space', 'Storage Facility', 'Cats Allowed', 'Dogs Allowed']",0.11,Gramercy Park,4500,0,NaN,https://www.renthop.com/listings/e-16st/7y/14385749
Third Avenue,1,3,Manhattan,"['No Fee', 'Doorman', 'Elevator', 'Pre-War', 'Hardwood Floors', 'No Fee', 'Floorplans Available', 'Doorman', 'Elevator', 'Fitness Center', 'Laundry In Building', 'Common Outdoor Space', 'Deck', 'Dining Room', 'Pre-war', 'Dishwasher', 'Hardwood Floors', 'Concierge', 'Eat In Kitchen', 'Garage', 'Granite Kitchen', 'High Ceilings', 'Light', 'Live In Super', 'Marble Bath', 'Renovated', 'Storage', 'Subway', 'Valet', 'Walk In Closet']",0.21,Yorkville,3995,0,NaN,https://www.renthop.com/listings/third-avenue/27t/14228874
450 West 50th Street,2,4,Manhattan,"['No Fee', 'Laundry in Unit', 'No Fee\n \n\nLaundry In Unit', 'Private Outdoor Space', 'Laundry In Building', 'Common Outdoor Space', 'Cats Allowed', 'Dogs Allowed', 'SS Appliances', 'Dishwasher', 'laundry room', 'balcony']",0.3,Hell's Kitchen,5070,0,Apt 4R,https://www.renthop.com/listings/450-west-50th-street/4r/14059868
East 27th ,2,3,Manhattan,"['Elevator', 'Elevator', 'Laundry In Building', 'RENOVATED', 'QUEEN SIZE BEDROOMS']",0.24,Rose Hill,4295,0,NaN,https://www.renthop.com/listings/east-27th/na/14186695
W 70's,1,1,Manhattan,"['No Fee', 'Doorman', 'Elevator', 'No Fee', 'Doorman', 'Elevator', 'Fitness Center', 'Laundry In Building', 'Common Outdoor Space', 'Cats Allowed', 'Dogs Allowed']",0.1,Upper West Side,5650,0,NaN,https://www.renthop.com/listings/w-70s/3c/14544599
Grand Street,1,2,Manhattan,"['No Fee', 'Elevator', 'No Fee', 'Elevator', 'Cats Allowed', 'Dogs Allowed']",0.13,Little Italy,5395,0,NaN,https://www.renthop.com/listings/grand-street/1a/14117657
303 Stockholm Street,2,4,Brooklyn,"['Hardwood Floors', 'Laundry In Building', 'Common Outdoor Space', 'Cats Allowed', 'Dogs Allowed', 'stainless steel appliances', 'roof deck', 'dishwasher', 'central a/c', 'hardwood floors', 'high ceilings', 'built in microwave', 'duplex', 'video intercom']",0.08,Bushwick,4800,0,Apt 4B,https://www.renthop.com/listings/303-stockholm-street/4b/14320272
Water St,1,Studio,Manhattan,"['Doorman', 'Elevator', 'Doorman', 'Elevator']",0.18,Financial District,3550,569,NaN,https://www.renthop.com/listings/water-st/na/14519737
111 Worth Street,1,2,Manhattan,"['No Fee', 'Exclusive', 'Doorman', 'Elevator', 'No Fee', 'Exclusive', 'Doorman', 'Elevator', 'Fitness Center', 'Laundry In Building', 'Cats Allowed', 'Dogs Allowed']",0.19,Civic Center,3668,0,Apt 7P,https://www.renthop.com/listings/111-worth-street/7p/14544518
315 east 23,1,Studio,Manhattan,"['Doorman', 'Elevator', 'Doorman', 'Elevator', 'Laundry In Building', 'Common Outdoor Space', 'Cats Allowed', 'Dogs Allowed']",0.4,Gramercy Park,2550,400,NaN,https://www.renthop.com/listings/315-east-23/13a/14553324
111 Worth Street,1,2,Manhattan,"['No Fee', 'Exclusive', 'Doorman', 'Elevator', 'No Fee', 'Exclusive', 'Doorman', 'Elevator', 'Fitness Center', 'Laundry In Building', 'Cats Allowed', 'Dogs Allowed']",0.19,Civic Center,3668,0,Apt 7P,https://www.renthop.com/listings/111-worth-street/7p/14544518
315 east 23,1,Studio,Manhattan,"['Doorman', 'Elevator', 'Doorman', 'Elevator', 'Laundry In Building', 'Common Outdoor Space', 'Cats Allowed', 'Dogs Allowed']",0.4,Gramercy Park,2550,400,NaN,https://www.renthop.com/listings/315-east-23/13a/14553324
Bond St,1,Studio,Brooklyn,"['Doorman', 'Elevator', 'Hardwood Floors', 'Deck', 'Doorman', 'Elevator', 'Terrace', 'Laundry In Building', 'High Speed Internet', 'Dishwasher', 'Hardwood Floors', 'Wheelchair Access', 'Outdoor Space', 'New Construction', 'Bicycle Room', 'Business Center', 'Common Outdoor Space', 'Concierge', 'Granite Kitchen', 'Light', 'Live In Super', 'Lounge', 'Marble Bath', 'Open Kitchen', 'Receiving Room', 'Stainless Steel Appliances', 'Storage', 'Valet', 'Dogs Allowed', 'Cats Allowed']",0.07,Downtown Brooklyn,2600,0,NaN,https://www.renthop.com/listings/bond-st/515/14518820
East 79th Street,1,1,Manhattan,"['No Fee', 'Doorman', 'Elevator', 'Hardwood Floors', 'No Fee', 'Deck', 'Doorman', 'Elevator', 'Fitness Center', 'Laundry In Building', 'High Speed Internet', 'Dishwasher', 'Hardwood Floors', 'Bicycle Room', 'Common Outdoor Space', 'Diplomats Ok', 'Eat In Kitchen', 'Garage', 'Granite Kitchen', 'High Ceilings', 'Light', 'Marble Bath', 'Receiving Room', 'Renovated', 'Storage', 'Subway', 'Walk In Closet', 'Dogs Allowed', 'Cats Allowed']",0.43,Yorkville,2800,0,NaN,https://www.renthop.com/listings/east-79th-street/phm/14552374
32nd St,1,1,Queens,[''],0.15,Astoria,2150,0,Astoria,https://www.renthop.com/listings/32nd-st-astoria/4a/14023186
410 State Street,1,Studio,Brooklyn,"['No Fee', 'Exclusive', 'Elevator', 'No Fee', 'Exclusive', 'Elevator', 'Laundry In Building', 'Cats Allowed', 'Dogs Allowed', 'Open House Mon March 25th 6:30-7:30 pm']",0.11,Boerum Hill,2065,0,Apt 1,https://www.renthop.com/listings/410-state-street/1/14274815
31ST ST & 9TH AVENUE,1,1,Manhattan,"['No Fee', 'Doorman', 'Elevator', 'Laundry in Unit', 'No Fee', 'Floorplans Available', 'Laundry In Unit', 'Private Outdoor Space', 'Parking Space', 'Doorman', 'Elevator', 'Fitness Center', 'Laundry In Building', 'Common Outdoor Space', 'Storage Facility', 'Cats Allowed', 'Dogs Allowed', 'Bicycle Room; Fitness Room; Basketball Court; Nursery; Lounge; Billiards Room; Party Room; Rooftop Deck; Private Storage; En Suite Bathroom with Stall Shower; Split Bedroom; Walk-in Closet']",0.29,Chelsea,4214,0,NaN,https://www.renthop.com/listings/31st-st-9th-avenue/5g/14452216
Maiden Lane Street,1,2,Manhattan,"['No Fee', 'Doorman', 'Elevator', 'No Fee', 'Floorplans Available', 'Doorman', 'Elevator', 'Fitness Center', 'Laundry In Building', 'Common Outdoor Space', 'Storage Facility', 'Cats Allowed', 'Dogs Allowed']",0.1,Financial District,3250,0,NaN,https://www.renthop.com/listings/maiden-lane-street/522/13798874
East 49th Street,1,1,Manhattan,"['No Fee', 'Doorman', 'Elevator', 'Hardwood Floors', 'No Fee', 'Featured', 'Deck', 'Doorman', 'Elevator', 'Fitness Center', 'Laundry In Building', 'High Speed Internet', 'Hardwood Floors', 'Common Outdoor Space', 'Concierge', 'Diplomats Ok', 'Garage', 'Granite Kitchen', 'Light', 'Marble Bath', 'Renovated', 'Subway', 'Valet', 'Dogs Allowed', 'Cats Allowed']",0.27,Turtle Bay,3200,0,NaN,https://www.renthop.com/listings/east-49th-street/3m/14512681
East 30th Street,1,3,Manhattan,"['No Fee', 'Elevator', 'Hardwood Floors', 'No Fee', 'Elevator', 'Laundry In Building', 'Hardwood Floors', 'Granite Kitchen', 'High Ceilings', 'Light', 'Marble Bath', 'Open View', 'Renovated', 'Subway']",0.29,Rose Hill,4650,0,NaN,https://www.renthop.com/listings/east-30th-street/12f/10903470
544 Union Street,1,Loft,Brooklyn,"['Exclusive', 'Featured', 'Exclusive', 'Reduced Fee', 'Cats Allowed', 'Dogs Allowed', ' Stainless steel appliances']",0.18,Gowanus,2500,800,Apt 2ND FLOO...,https://www.renthop.com/listings/544-union-street/2nd-floor/14394225
1250 Lexington Avenue,1,1,Manhattan,[''],0.08,Upper East Side,2495,0,New Yor...,https://www.renthop.com/listings/1250-lexington-avenue-new-york/3f/14522405
75 West Street,1,1,Manhattan,"['Doorman', 'Elevator', 'Dishwasher', 'Doorman', 'Elevator', 'Gym', 'Laundry Room', 'Parking', 'Storage Room']",0.12,Financial District,3650,0,Apt 11C,https://www.renthop.com/listings/75-west-street/11c/14067299
Hudson st,1,2,Manhattan,"['', 'Cats Allowed', 'Dogs Allowed']",0.18,West Village,4000,0,NaN,https://www.renthop.com/listings/hudson-st/3/14553348
Prince Street,1,Studio,Manhattan,"['No Fee', 'Elevator', 'No Fee', 'Elevator', 'Laundry In Building', 'Dishwasher', 'Granite Kitchen', 'High Ceilings', 'Light', 'Live In Super', 'Renovated']",0.1,NoLita,3325,0,NaN,https://www.renthop.com/listings/prince-street/3g/14147454
West 53rd Street,1,1,Manhattan,"['No Fee', 'Doorman', 'Elevator', 'Hardwood Floors', 'No Fee', 'Deck', 'Dining Room', 'Doorman', 'Elevator', 'Fitness Center', 'Dishwasher', 'Hardwood Floors', 'Outdoor Space', 'Common Outdoor Space', 'Concierge', 'Granite Kitchen', 'High Ceilings', 'Light', 'Marble Bath', 'Renovated', 'Subway', 'Valet', 'Walk In Closet', 'Dogs Allowed', 'Cats Allowed']",0.24,Hell's Kitchen,3184,0,NaN,https://www.renthop.com/listings/west-53rd-street/325/14532164
East 39th Street,1,Studio,Manhattan,"['Doorman', 'Elevator', 'Laundry in Unit', 'Doorman', 'Fitness Center', 'Elevator', 'PublicOutdoor', 'Laundry in Unit', 'Dishwasher', 'Cats Allowed', 'Dogs Allowed', 'Laundry in Building']",0.3,Murray Hill,3211,541,NaN,https://www.renthop.com/listings/east-39th-street/na/14498982
Hudson Street,1,1,Manhattan,"['No Fee', 'Pre-War', 'Hardwood Floors', 'No Fee', 'Fireplace', 'Balcony', 'Pre-war', 'Terrace', 'Dishwasher', 'Hardwood Floors', 'Diplomats Ok', 'Granite Kitchen', 'High Ceilings', 'Light', 'Marble Bath', 'Microwave', 'Renovated', 'Subway', 'Dogs Allowed', 'Cats Allowed']",0.21,West Village,3688,0,NaN,https://www.renthop.com/listings/hudson-street/4/14370991
E 30st,1,2,Manhattan,"['No Fee', 'Doorman', 'Elevator', 'No Fee', 'Doorman', 'Elevator', 'Fitness Center', 'Laundry In Building', 'Common Outdoor Space', 'Storage Facility', 'Cats Allowed', 'Dogs Allowed', 'Concierge', 'Laundry in Building']",0.34,Rose Hill,3200,0,NaN,https://www.renthop.com/listings/e-30st/4e/8554355
Park Avenue,1,1,Manhattan,"['Elevator', 'Elevator', 'Dogs Allowed', 'Cats Allowed']",0.24,Murray Hill,2175,0,NaN,https://www.renthop.com/listings/park-avenue/na/14443592
Park Avenue,1,1,Manhattan,"['Elevator', 'Elevator', 'Dogs Allowed', 'Cats Allowed']",0.24,Murray Hill,2175,0,NaN,https://www.renthop.com/listings/park-avenue/na/14443592
Bond Street,2,2Flex 3 ,Brooklyn,"['No Fee', 'Doorman', 'Elevator', 'Laundry in Unit', 'Loft', 'No Fee', 'Floorplans Available', 'Laundry In Unit', 'Doorman', 'Elevator', 'Fitness Center', 'Laundry In Building', 'Common Outdoor Space', 'Storage Facility', 'Cats Allowed', 'Dogs Allowed', 'Deck', 'Dining Room', 'Loft', 'Terrace', 'Washer/dryer In Bldg', 'Washer/dryer In Unit', 'High Speed Internet', 'Dishwasher', 'Hardwood Floors', 'Wheelchair Access', 'Outdoor Space', 'New Construction', 'Bicycle Room', 'Business Center', 'Convertible', 'Eat In Kitchen', 'Garage', 'Granite Kitchen', 'High Ceilings', 'Light', 'Lounge', 'Marble Bath', 'Nursery', 'One Month Free', ' Private Deck', 'Receiving Room', 'Renovated', 'Stainless Steel Appliances', 'Storage', 'Subway', 'Valet', 'Walk In Closet']",0.27,Gowanus,5995,0,NaN,https://www.renthop.com/listings/bond-street/vph1205/11589178
Water St.,1,3Flex 4 ,Manhattan,"['No Fee', 'Doorman', 'Elevator', 'Loft', 'Hardwood Floors', 'No Fee', 'Featured', 'Doorman', 'Elevator', 'Fitness Center', 'Laundry In Building', 'Common Outdoor Space', 'Cats Allowed', 'Dogs Allowed', 'Deck', 'Loft', 'High Speed Internet', 'Dishwasher', 'Hardwood Floors', 'Wheelchair Access', 'Bicycle Room', 'Business Center', 'City View', 'Concierge', 'Convertible', 'Diplomats Ok', 'High Ceilings', 'Light', 'Lounge', 'Marble Bath', 'Receiving Room', 'Renovated', 'Subway', 'Valet']",0.18,Financial District,3899,0,NaN,https://www.renthop.com/listings/water-st/003/14517636
East 75th St,1,1,Manhattan,"['No Fee', 'Elevator', 'Laundry in Unit', 'Reduced Fee', 'Laundry In Unit', 'Elevator', 'Laundry In Building', 'Cats Allowed', 'Dogs Allowed', 'Laundry', 'Subway', 'NO FEE', 'Outdoor', 'Space', 'Private Deck', 'Renovated Granite', 'Kitchen', 'Stainless Steel Appliances', 'Microwave', 'Dishwasher', 'Marble Bath', 'Fireplace', 'Hardwood', 'High Ceilings', 'Light']",0.26,Upper East Side,3965,0,NaN,https://www.renthop.com/listings/east-75th-st/4c/14553292
Maujer Street,1,3,Brooklyn,[''],NaN,East Williamsburg,3000,0,NaN,https://www.renthop.com/listings/maujer-street/2/14509196
Fulton Street,1,Studio,Manhattan,"['No Fee', 'Doorman', 'Elevator', 'No Fee', 'Doorman', 'Elevator', 'Fitness Center', 'Laundry In Building', 'Common Outdoor Space', 'Storage Facility', 'Cats Allowed', 'Dogs Allowed']",0.04,Financial District,2988,0,NaN,https://www.renthop.com/listings/fulton-street/na/14059874
West 77th Street,1, Studio,Manhattan,"['No Fee', 'Elevator', 'Laundry in Unit', 'No Fee', 'Floorplans Available', 'Laundry in Unit', 'Dishwasher', 'View', 'Elevator', 'Cats Allowed', 'Dogs Allowed']",0.1,Upper West Side,3071,0,NaN,https://www.renthop.com/listings/west-77th-street/6-b/11892199
West 39th Street,1,1,Midtown West,"['No Fee', 'Doorman', 'Elevator', 'No Fee', 'Doorman', 'Elevator', 'Terrace', 'Washer/Dryer']",0.18,Garment District,4200,0,NaN,https://www.renthop.com/listings/west-39th-street/vy1brterr/3174508
Water Street,2,3Flex 4 ,Manhattan,"['No Fee', 'Doorman', 'Elevator', 'Laundry in Unit', 'Hardwood Floors', 'No Fee', 'Floorplans Available', 'Swimming Pool', 'Deck', 'Doorman', 'Elevator', 'Fitness Center', 'Laundry In Building', 'Laundry In Unit', 'High Speed Internet', 'Dishwasher', 'Hardwood Floors', 'Wheelchair Access', 'New Construction', 'Bicycle Room', 'Business Center', 'Common Outdoor Space', 'Convertible', 'Lounge', 'Marble Bath', 'Receiving Room', 'Stainless Steel Appliances', 'Storage', 'Subway', 'Valet', 'Dogs Allowed', 'Cats Allowed', 'Convertible']",0.19,Financial District,5069,0,NaN,https://www.renthop.com/listings/water-street/24ld/14037817
West 14th & 8th Avenue,1,2,Manhattan,[''],0.01,West Village,3350,0,NaN,https://www.renthop.com/listings/west-14th-8th-avenue/na/14097557
University Place,1,1,Manhattan,"['Pre-War', 'Hardwood Floors', 'Fireplace', 'Pre-war', 'Dishwasher', 'Hardwood Floors', 'Granite Kitchen', 'High Ceilings', 'Light', 'Marble Bath', 'Renovated', 'Stainless Steel Appliances']",0.19,Greenwich Village,3495,0,NaN,https://www.renthop.com/listings/university-place/4w/14451829
Wall Street ,1,1,Manhattan,"['No Fee', 'Doorman', 'Elevator', 'No Fee', 'Doorman', 'Elevator', 'Fitness Center', 'Laundry In Building', 'Common Outdoor Space', 'Cats Allowed', 'Dogs Allowed']",0.16,Financial District,3545,0,NaN,https://www.renthop.com/listings/wall-street/1809/14251670
4720 Center Blvd,1,1,Queens,"['No Fee', 'Doorman', 'Elevator', 'Laundry in Unit', 'No Fee', 'Laundry In Unit', 'Parking Space', 'Doorman', 'Elevator', 'Fitness Center', 'Common Outdoor Space', 'Storage Facility', 'Cats Allowed', 'Dogs Allowed']",0.3,Hunters Point,3479,0,NaN,https://www.renthop.com/listings/4720-center-blvd/2008/14551814
115 West 86th Street,1,1,Manhattan,"['Doorman', 'Elevator', 'Doorman', 'Elevator', 'Dishwasher', 'Laundry Room']",0.21,Upper West Side,3500,0,Apt 4E,https://www.renthop.com/listings/115-west-86th-street/4e/14435592
618 Marlborough Road,1,2,Brooklyn,"['No Fee', 'Exclusive', 'No Fee', 'Featured', 'Exclusive', 'Cats Allowed', 'Dogs Allowed']",0.05,Flatbush,1900,700,Apt 1A,https://www.renthop.com/listings/618-marlborough-road-1a/1a/14385810
Water Street,1,Studio,Manhattan,"['No Fee', 'Doorman', 'Elevator', 'Laundry in Unit', 'No Fee', 'Laundry In Unit', 'Doorman', 'Elevator', 'Fitness Center', 'Laundry In Building', 'Common Outdoor Space', 'Storage Facility', 'Cats Allowed', 'Dogs Allowed', 'Rooftop Pool', 'Sundeck', 'Lounge with WiFi']",0.18,Financial District,2590,0,NaN,https://www.renthop.com/listings/water-street/622/14103281
East 13th Street,1,4,Manhattan,"['No Fee', 'Laundry in Unit', 'Pre-War', 'Hardwood Floors', 'No Fee', 'Pre-war', 'Laundry In Unit', 'Dishwasher', 'Hardwood Floors', 'Outdoor Space', 'Granite Kitchen', 'High Ceilings', 'Light', 'Marble Bath', 'Renovated', 'Dogs Allowed', 'Cats Allowed']",0.08,East Village,5600,0,NaN,https://www.renthop.com/listings/east-13th-street/2t/14504708
43-24 43rd St.,1,1,Queens,"['Exclusive', 'Elevator', 'Pre-War', 'Hardwood Floors', 'Elevator', 'Pre-war', 'Laundry In Building', 'Dishwasher', 'Hardwood Floors', 'Eat In Kitchen', 'Garage', 'Granite Kitchen', ' High Ceilings', 'Light', 'Marble Bath', 'Microwave', 'Renovated', 'Stainless Steel Appliances', 'Walk In Closet', 'Dogs Allowed', 'Cats Allowed', 'Exclusive']",0.14,Sunnyside,2350,0,Apt 215,https://www.renthop.com/listings/43-24-43rd-st/215/14545735
Humboldt Street,2,2,Brooklyn,"['Pre-War', 'Pre-war', 'Dogs Allowed', 'Cats Allowed']",0.34,Greenpoint,2900,0,NaN,https://www.renthop.com/listings/humboldt-street/2-rr/14329853
E 14ST ,1,3,Manhattan,"['No Fee', 'Elevator', 'No Fee', 'Elevator', 'Fitness Center', 'Laundry In Building', 'Cats Allowed', 'Dogs Allowed']",0.06,East Village,4000,0,NaN,https://www.renthop.com/listings/e-14st/na/7714370
University Place,1,1,Manhattan,"['Pre-War', 'Hardwood Floors', 'Fireplace', 'Pre-war', 'Dishwasher', 'Hardwood Floors', 'Granite Kitchen', 'High Ceilings', 'Light', 'Marble Bath', 'Renovated', 'Stainless Steel Appliances']",0.19,Greenwich Village,3495,0,NaN,https://www.renthop.com/listings/university-place/4w/14451829
West 14th & 8th Avenue,1,2,Manhattan,[''],0.01,West Village,3350,0,NaN,https://www.renthop.com/listings/west-14th-8th-avenue/na/14097557
USQ,1,1,Manhattan,"['No Fee', 'Doorman', 'Elevator', 'No Fee', 'Floorplans Available', 'Featured', 'Doorman', 'Elevator', 'Fitness Center', 'Laundry In Building', 'Cats Allowed', 'Dogs Allowed']",0.05,Greenwich Village,4150,640,NaN,https://www.renthop.com/listings/usq/h/14222092
47-07 41st St.,1,1,Queens,"['Exclusive', 'Elevator', 'Hardwood Floors', 'Dining Room', 'Elevator', 'Laundry In Building', 'Dishwasher', 'Hardwood Floors', 'Eat In Kitchen', 'Granite Kitchen', 'High Ceilings', 'Light', 'Marble Bath', 'Microwave', 'Renovated', 'Stainless Steel Appliances', 'Cats Allowed', 'Exclusive']",0.17,Sunnyside,2275,0,Apt 5M,https://www.renthop.com/listings/47-07-41st-st/5m/14545860
E 14ST ,1,3,Manhattan,"['No Fee', 'Elevator', 'No Fee', 'Elevator', 'Fitness Center', 'Laundry In Building', 'Cats Allowed', 'Dogs Allowed']",0.06,East Village,4000,0,NaN,https://www.renthop.com/listings/e-14st/na/7714370
East 13th Street,1,4,Manhattan,"['No Fee', 'Laundry in Unit', 'Pre-War', 'Hardwood Floors', 'No Fee', 'Pre-war', 'Laundry In Unit', 'Dishwasher', 'Hardwood Floors', 'Outdoor Space', 'Granite Kitchen', 'High Ceilings', 'Light', 'Marble Bath', 'Renovated', 'Dogs Allowed', 'Cats Allowed']",0.08,East Village,5600,0,NaN,https://www.renthop.com/listings/east-13th-street/2t/14504708
Maujer Street,1,3,Brooklyn,[''],NaN,East Williamsburg,3000,0,NaN,https://www.renthop.com/listings/maujer-street/2/14509196
75 Powers St,1,3,Brooklyn,"['No Fee', 'By Owner', 'No Fee', 'By Owner']",0.18,East Williamsburg,3300,0,Apt 1,https://www.renthop.com/listings/75-powers-st-brooklyn-ny-11211/1/14117704
East 25th Street,1,2,Manhattan,"['No Fee', 'Doorman', 'Elevator', 'Laundry in Unit', 'No Fee', 'Laundry In Unit', 'Doorman', 'Elevator', 'Fitness Center', 'Laundry In Building', 'Common Outdoor Space', 'Storage Facility', 'Cats Allowed', 'Dogs Allowed']",0.27,Rose Hill,3263,0,NaN,https://www.renthop.com/listings/east-25th-street/16a/14532970
Water Street,1,Studio,Manhattan,"['No Fee', 'Doorman', 'Elevator', 'Laundry in Unit', 'No Fee', 'Laundry In Unit', 'Doorman', 'Elevator', 'Fitness Center', 'Laundry In Building', 'Common Outdoor Space', 'Storage Facility', 'Cats Allowed', 'Dogs Allowed', 'Rooftop Pool', 'Sundeck', 'Lounge with WiFi']",0.18,Financial District,2590,0,NaN,https://www.renthop.com/listings/water-street/622/14103281
Humboldt Street,2,2,Brooklyn,"['Pre-War', 'Pre-war', 'Dogs Allowed', 'Cats Allowed']",0.34,Greenpoint,2900,0,NaN,https://www.renthop.com/listings/humboldt-street/2-rr/14329853
17-26 Woodbine Street,2,3,Queens,"['No Fee', 'Laundry in Unit', 'Hardwood Floors', 'No Fee', 'Laundry In Unit', 'Cats Allowed', 'Dogs Allowed', 'Eat In Kitchen', 'Stainless Steel Appliances', 'Dishwasher', 'Stone countertops', 'High Ceilings', 'Hardwood Floors', 'Video Intercom', 'Built in microwave']",0.07,Ridgewood,2785,0,Apt 3B,https://www.renthop.com/listings/17-26-woodbine-street/3b/14469508
4th avenue,1,1,Manhattan,"['Elevator', 'Private Outdoor Space', 'Elevator', 'Fitness Center', 'Laundry In Building', 'Common Outdoor Space', 'Storage Facility', 'Cats Allowed', 'Dogs Allowed']",0.1,Greenwich Village,3295,0,NaN,https://www.renthop.com/listings/4th-avenue/5h/14368400
161 East 99th Street,1,1,Manhattan,"['Exclusive', '', 'Exclusive']",0.18,East Harlem,1875,0,Apt 3B,https://www.renthop.com/listings/east-99th-street/3b/14551626
42ND ST & 11TH AVE,1,1,Manhattan,"['No Fee', 'Doorman', 'Elevator', 'Laundry in Unit', 'No Fee', 'Floorplans Available', 'Laundry In Unit', 'Private Outdoor Space', 'Parking Space', 'Doorman', 'Elevator', 'Fitness Center', 'Laundry In Building', 'Common Outdoor Space', 'Cats Allowed', 'Dogs Allowed', 'Bicycle Room; Complimentary Breakfast; Driveway; Garage; Shuttle Service; Wheelchair Access; Garden; Health Club; Basketball Court; Pool; Sauna; Steam Room; Spa Services; Laundry Room; Valet; Nursery; Lounge; Billiards Room; Rooftop Deck']",0.42,Hell's Kitchen,4060,0,NaN,https://www.renthop.com/listings/42nd-st-11th-ave/32w/14452193
320 East 46th Street,1,1,Manhattan,"['Elevator', 'Elevator', 'Fitness Center', 'Laundry In Building', 'Cats Allowed', 'Dogs Allowed']",0.35,Turtle Bay,3195,0,NaN,https://www.renthop.com/listings/320-east-46-street/na/14481668
bennett avenue,1,1,Manhattan,[],0.12,Hudson Heights,2295,670,NaN,https://www.renthop.com/listings/bennett-avenue/4l/14052221
West 57th Street,1,Studio,Manhattan,"['No Fee', 'Doorman', 'Elevator', 'No Fee', 'Elevator', 'Private-balcony', 'Balcony', 'Doorman', 'Fitness Center', 'Garage', 'Valet', 'Bicycle Room', 'Live In Super', 'Storage', 'Wifi', 'Patio', 'Pets - Cats Ok', 'Pets - Dogs Ok', 'Concierge']",0.56,Hell's Kitchen,3044,0,NaN,https://www.renthop.com/listings/west-57th-street/2004/14304720
Broadway near 137th Street Sub...,1,Studio,Manhattan,"['No Fee', 'Doorman', 'Elevator', 'No Fee', 'Doorman', 'Elevator', 'Laundry In Building', 'Storage Facility', 'Cats Allowed', 'Dogs Allowed', 'convertible']",0.23,Manhattanville,1850,0,NaN,https://www.renthop.com/listings/broadway-near-137th-street-subway-stop/e29b/14192864
West 103rd Street,1,2,Manhattan,"['No Fee', 'Laundry in Unit', 'Pre-War', 'Hardwood Floors', 'No Fee', 'Pre-war', 'Laundry In Unit', 'Dishwasher', 'Hardwood Floors', 'Brownstone', 'City View', 'Granite Kitchen', 'Light', 'Marble Bath', 'Renovated', 'Subway']",0.05,Manhattan Valley,2940,0,NaN,https://www.renthop.com/listings/west-103rd-street/3d/14532457
50th Street,1.5,2,Queens,[''],0.2,Sunnyside,2700,0,NaN,https://www.renthop.com/listings/50th-street/2/14492056
E. 43 St,1,2,Manhattan,"['Doorman', 'Elevator', 'Reduced Fee', 'Doorman', 'Elevator', 'Fitness Center']",0.24,Turtle Bay,3400,0,NaN,https://www.renthop.com/listings/e-43-st/1500/8239367
24th Street,1,1,Queens,"['No Fee', 'Doorman', 'Elevator', 'Hardwood Floors', 'No Fee', 'Deck', 'Balcony', 'Doorman', 'Elevator', 'Fitness Center', 'Laundry In Building', 'High Speed Internet', 'Dishwasher', 'Hardwood Floors', 'Outdoor Space', 'Bicycle Room', 'City View', 'Common Outdoor Space', 'Concierge', 'Light', 'Marble Bath', 'Renovated', 'Subway', 'Valet']",0.1,Long Island City,3050,0,NaN,https://www.renthop.com/listings/24th-street/s4-6d/14510682
410 Eastern Pkwy,1,Studio,Brooklyn,"['No Fee', 'Exclusive', 'Elevator', 'Hardwood Floors', 'No Fee', 'Exclusive', 'Elevator', 'Laundry In Building', 'Pre-war Building', 'Heat/hot Water Included', 'Renovated', 'Ss Appliances', 'Newly Renovated', 'Hardwood Floors', 'Cats Allowed', 'Dogs Allowed']",0.19,Crown Heights,1975,0,Apt 1M,https://www.renthop.com/listings/410-eastern-pkwy/1m/13947090
